conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b997afc1-19a7-4208-8010-fa0ffef15799,skill/competence,sector-specific,manage archive users guidelines,"managing archive users guidelines
manage archive user guidelines
manage guidelines for archive users
oversee  archive users guidelines
maintain  archive users guidelines
manage archive users guidelines",,released,2022-07-05T14:38:06.701Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Establish policy guidelines on public access to a (digital) archive and the cautious use of present materials. Communicate the guidelines to archive visitors.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b99aa3b8-0066-46b2-a027-30afae444ad8,skill/competence,sector-specific,implement sales strategies,implement sales strategies,,released,2016-08-04T12:24:37Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Carry out the plan to gain competitive advantage on the market by positioning the company's brand or product and by targeting the right audience to sell this brand or product to.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b99ffdda-699d-4d55-b361-23036da33f1e,skill/competence,cross-sector,advise on safety measures,"provide advice on safety
offer suggestions on safety
make recommendations on safety",,released,2020-06-25T14:05:41.271Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Provide advice to individuals, groups or organisation on safety measures applicable for a specific activity or in a specific location."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9a57803-7f3d-42a7-a652-03c96de1d42f,skill/competence,sector-specific,model optical systems,"simulating optical systems
optical systems modelling
model optical systems
optical systems simulating
optical system simulating
modelling optical systems
simulate optical systems
optical system modelling",,released,2022-07-05T14:38:06.701Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Model and simulate optical systems, products, and components using technical design software. Assess the viability of the product and examine the physical parameters to ensure a successful production process."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9a8210c-4cab-4a18-a38a-b43f7dbd770e,skill/competence,occupation-specific,collaborate with choreographers,"collaborate with dance director to redefine choreography
work with choreographers
collaborate with the choreographers
collaborate with choreographers
collaborating with choreographers",,released,2021-12-15T17:26:14.592Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Collaborate with choreographers in order to learn, develop or to redefine and/or modify dance moves and choreographies."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9a92958-73a3-4f7a-b653-da32f354c62e,skill/competence,cross-sector,utilise economies of scale in projects,"utilize economies of scale in projects
make use of economies of scale in projects
utilising economies of scale in projects
utilise economies of scale in project
use economies of scale in projects",,released,2016-12-20T18:07:33Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Consider the totality of projects that a company is developing in order to draw economies of scale by using volumes as needed in order to increase efficiency, reduce costs, and promote overall profitability."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9a9459c-befa-4b30-95b8-25b5dc83d8f1,skill/competence,sector-specific,clean amusement park facilities,"clean facilities at amusement park
clean amusement park facilities
clean the facilities at amusement park
keep amusement park facilities clean
clean facilities at fun park",,released,2017-01-20T12:01:19Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Eliminate dirt, rubbish or impurities in park facilities such as booths, sporting equipment, vehicles and rides."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9aa41a9-636f-49a8-ac9f-24fc18de07c2,skill/competence,occupation-specific,undertake genetic risk assessment,"assessment of genetic risk for patients
assess genetic risk
assess patient's genetic risk
undertake genetic risk assessment
undertake genetic risks assessment
undertake genetic risk assessments
investigate patients for genetic risks
genetic risks assessment",,released,2016-12-20T19:29:47Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Investigate patients or their relatives for genetic risks and recurrence risks.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9aad733-959a-4178-984f-53e4bd05b420,skill/competence,sector-specific,maintain internet protocol configuration,"maintain IP configuration
apply Internet Protocol Configuration
maintain internet protocol configuration",,released,2022-07-05T14:33:44.716Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Apply Internet Protocol Configuration (ipconfig) to gather data on Transmission Control Protocol/Internet Protocol (TCP/IP) configuration values in order to identify devices and their IP addresses.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9b572bf-5e50-4588-8aa0-a42a49332467,knowledge,sector-specific,psychological interventions,"characteristics and methods of psychological interventions
psychological methods to instigate change in human behaviour
psychological interventions
psychological intervention",,released,2016-12-20T19:28:19Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The characteristics of the methods and procedures meant to instigate change in human behaviour.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9bb1f03-15e2-4079-943e-7e483b21725b,skill/competence,cross-sector,give constructive feedback,"offer constructive feedback
give constructive feedback
gives constructive feedback
giving constructive feedback
provide constructive feedback
propose constructive feedback",,released,2016-12-20T18:27:24Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Provide founded feedback through both criticism and praise in a respectful, clear, and consistent manner. Highlight achievements as well as mistakes and set up methods of formative assessment to evaluate work."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9bf9e17-ae47-417b-bbb1-e8b7c263ccac,skill/competence,cross-sector,identify legal requirements,"identify legal and normative requirements and standards
identify legal requirements",,released,2016-08-04T12:26:00Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Conduct research for applicable legal and normative procedures and standards, analyse and derive legal requirements that apply to the organisation, its policies and products."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9e08c07-4a52-4448-84dc-8a2df0601239,skill/competence,sector-specific,cut tiles,"cut tile to size
tile cutting
using wet tile saw
cut tiles
use wet tile saw
cutting a tile
cutting tile to size
cutting tiles
use of wet tile saw
cut a tile
cutting of tiles",,released,2016-12-20T18:25:53Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Cut tiles to the right size and shape using a wet tile saw. Set up the wet saw and attach it to a water source if called for. Mark the desired shape and size on the tile. Push the tile against the rotating carbide blade of the saw to make a straight cut. For curved cuts, make straight incisions at right angles along the desired curve. Snap off the resulting 'fingers' and finish the curve with a diamond file."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9e19b5f-06c8-4062-b6aa-b3a1c06c40ce,skill/competence,sector-specific,dispose of dead animals,"disposing of dead animals
dispose of deceased animals
do away with dead animals
dispose of dead animals
dispose of dead animal",,released,2020-06-19T14:29:45.637Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Dispose of dead animals which are not considered a source of meat. Bury or cremate the animal based on the wishes of the owners or on other criteria.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9e451f5-a62f-4a16-a229-255fa5c222a5,skill/competence,sector-specific,perform virtual simulation ,,,released,2022-07-05T14:38:14.433Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Perform all the steps of a virtual simulation, including the correct positioning and immobilisation of the patient, acquisition of the necessary images and recording reference points and other marks. "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9efc4b5-0266-43e3-a7e3-064d09bcf90a,skill/competence,cross-sector,inspect taxation documents,"audit taxation documents
scrutinise fiscal documents
check  taxation documents
audit fiscal documents
investigate fiscal documents
scrutinise  taxation documents
investigate  taxation documents
inspect taxation documents
check fiscal documents",,released,2016-12-20T20:17:17Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Inspect files and documentation dealing with taxation cases to ensure no faulty or fraudulous activity is present, and to ensure the procedure is compliant with legislation."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92,skill/competence,cross-sector,address problems critically,"address problems critically
critically address problems
thinking critically about problems
think about problems critically
addressing problems critically
think critically about problems
critically addressing problems
thinking about problems critically",,released,2021-09-15T12:59:05.665Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Identify the strengths and weaknesses of various abstract, rational concepts, such as issues, opinions, and approaches related to a specific problematic situation in order to formulate solutions and alternative methods of tackling the situation."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9f621b2-fecb-417c-98ca-802cbf0ba0b9,skill/competence,sector-specific,store crops,"preserving crops
preserve crops
crops storing
crops preserving
store crops
crop preserving
crop storing
storing crops",,released,2021-12-10T20:59:46.68Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Store and preserve crops in accordance with standards and regulations to ensure their quality. Ensure that storage facilities are kept according to hyginic standards, regulating temperature, heating and air conditioning of storage facilities."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9f67432-0057-4247-aa84-469f8c53b39d,knowledge,sector-specific,waste and scrap products,"waste and scrap parts
a waste and scrap product
waste and scrap stock
waste and scrap product
waste and scrap brands
waste and scrap products
waste and scrap commodities",,released,2016-12-20T20:40:33Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","The offered waste and scrap products, their functionalities, properties and legal and regulatory requirements."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9fa8c6d-a837-45e3-84ac-848defae9f50,skill/competence,cross-sector,read books,"read books
reading books
review books
evaluate books
assess books
read book",,released,2016-12-20T19:46:28Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Read the latest book releases and give your opinion on them.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba002311-da5a-4795-933b-1c7d1f0f2f25,skill/competence,transversal,understand spoken Kazakh,"understanding spoken Kazakh
listen to Kazakh
interpret spoken Kazakh
make sense of spoken Kazakh
understand Kazakh speech
comprehend spoken Kazakh
understand spoken Kazakh",,released,2016-12-20T18:47:38Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups,
http://data.europa.eu/esco/concept-scheme/skills",Comprehend orally expressed ​Kazakh.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba036844-c989-4365-b79d-a5fcfd26c9db,skill/competence,occupation-specific,coordinate the procurement of organs for transplantation,"coordinate procurement of organs for transplantation
coordinate the procurement of transplantation organs
manage procurement of organs for transplantation
coordinate the procurement of organs for transplantation
administer procurement of transplantation organs
organise procurement of organs for transplantation
organize procurement of organs for transplantation",,released,2016-12-20T19:21:06Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Manage all the required services and administrative tasks required to handle and obtain cells, tissues or organs for transplantation purposes."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba04b19b-0b18-4d5c-b799-4db31a98e58d,knowledge,sector-specific,BlackBerry,"Research In Motion BlackBerry
CrackBerry
RIM BlackBerry
BlackBerry",,released,2022-07-05T14:33:44.716Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/member-skills","The system software BlackBerry consists of features, restrictions, architectures and other characteristics of operating systems designed to run on mobile devices."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba11879a-723d-4209-8ffa-008eaab9771f,skill/competence,sector-specific,maintain suspension system,"maintain suspension system
maintain hydropneumatic suspension system
renew suspension system
repair suspension system
keep suspension system under good condition",,released,2016-12-20T20:04:45Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Maintain the system that creates the motion of wheels of motor vehicles such as shock absorbers, springs and linkages. Repair them if necessary by using hand and power tools."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba1f42f2-da96-40d2-b052-7f92d5889b72,skill/competence,sector-specific,post-process medical images,"post-process medical images
develop X-ray films
post-process medical imaging files",,released,2016-12-20T19:23:21Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Perform post-processing on medical images, or develop X-ray films, checking processed images to determine if further care is necessary."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba25eb90-6deb-48bb-8a97-9f8a326fe47a,skill/competence,sector-specific,ensure cage safety requirements are followed,"ensure cage safety requirements are observed
ensure observing of cage safety requirements
ensure safety requirements for cages are observed
ensuring cage safety requirements are followed
ensuring safety requirements for cages are followed
ensuring observing of cage safety requirements
ensuring cage safety requirements are observed
ensure safety requirements for cages are followed
ensure cage safety requirements are followed
ensuring safety requirements for cages are observed
ensuring following of cage safety requirements
ensure following of cage safety requirements",,released,2016-12-20T17:23:40Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Ensure that personnel comply with cage safety requirements.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba2c6181-b036-40b4-8f6d-51499463ccbb,skill/competence,cross-sector,develop company strategies,"develop company strategy
generate company strategies
develop company strategies
develop company's strategies
develop strategies for company
developing company strategies
conceive company strategies
plan company strategies",,released,2016-12-20T18:06:47Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Envision, plan, and develop strategies for companies and organisations aimed at achieving different purposes such as establishing new markets, refurbishing the equipment and machinery of a company, implementing pricing strategies, etc."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba2cadad-8d63-4761-9435-adcc034747db,knowledge,cross-sector,electrolytic passivation process,"anodising tank procedure
anodising tank operations
electrolytic passivation measures
anodising tank mechanisms
electrolytic passivation mechanisms
anodising tank measures
electrolytic passivation process
electrolytic passivation procedure
electrolytic passivation operations",,released,2017-01-04T15:26:34Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","The electrolytic passivation process in an anodising tank, including process elements such as negative cathodes, oxygen off-gassing, hydrogen off-gassing, gass removal by a low pressure air supply and a fume collection vent, and others."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba40cefc-54ca-4c82-b322-1fe569aaeb2c,skill/competence,sector-specific,refine edible oils,"distil edible oils
filter edible oils
refine an edible oil
refine edible oils
refine edible oil
cleanse edible oils
clarify edible oils",,released,2016-12-20T19:05:38Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Refine edible oils to make them suitable for human consumption. Remove impurities and toxic substances performing processes such as bleaching, deodorisation and cooling."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba45db8f-34e8-4f29-af0b-e6645e1d693f,skill/competence,cross-sector,maintain electronic equipment,"maintain electronic equipment
correct malfunctions electronic equipment
diagnose electronic equipment
install electronic equipment
repair electronic equipment
Electrical Equipment",,released,2016-08-04T12:25:47Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Check and repair electronic equipment. Detect malfunction, locate faults and take measures to prevent damage."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba4e1200-05e5-4c42-9d07-c352223bb10d,skill/competence,occupation-specific,develop concepts for city marketing,"developing city marketing concepts
developing concepts for city marketing
develop concepts for city marketing
create concepts for city marketing
define concepts for city marketing
develop city marketing concept
write concepts for city marketing
prepare concepts for city marketing
draw up concepts for city marketing",,released,2016-12-20T20:22:55Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Work on innovative ideas to promote a positive image of a city or region to attract residents, investors, and tourists, such as regenerating the city centre by creating a pedestrian zone or offering cultural events."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba54cf3c-dd64-48ea-8a9d-ee621a05fb07,skill/competence,sector-specific,assess energy consumption of ventilation systems,do energy calculation of ventilation systems,,released,2020-12-09T11:11:16.1Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Calculate and evaluate the total energy use of the ventilation system regarding electrical power consumption, heat loss of the system and the building, on a yearly base, in order to select a fitted concept."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba58df00-0b43-42a3-89e4-0dca7aa069fb,skill/competence,sector-specific,apply music therapy methods,"apply music therapy materials
use music therapy methods
apply music therapy techniques
apply music therapy methods
apply music therapy method
work with music therapy materials",,released,2016-12-20T19:39:25Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Apply existing music therapy methods, techniques, materials, and equipment in line with the patient`s therapeutic needs and the treatment plan already created."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba62c716-f9d3-49c8-a7cd-d3d8b7c8067e,skill/competence,sector-specific,set sales promotions,"setting sales promotions
apply sales promotions
fix sales promotions
set up a sales promotion
establish sales promotions
setting up sales promotions
settle sales promotions
set sales promotions",,released,2016-12-20T20:38:47Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Reduce the selling price of products, in order to maximise revenue at various periods of the year."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba6ac595-8f55-4037-bbed-88a91529b312,skill/competence,occupation-specific,secure cargo on ships,"secure cargo on vessels
ensure freight is secured to ship
secure cargo on ships
ensure cargo is secured to vessel
secure freight on ships
secure cargo to vessels
ensure cargo is stored securely on ships
ensure cargo is secured to ship
ensure freight is secured to vessel
secure freight on vessels
secure cargo to ships
ensure cargo is stored securely on vessels",,released,2016-12-20T21:03:15Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Secure or tie cargo to ship using ropes or other pieces of equipment.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba6d3a97-6737-49d6-b127-281957295bc5,skill/competence,occupation-specific,perform aromatisation of wines,"perform aromatisation of wines
complete aromatisation of wines
implement aromatisation of wines
aromatisatize wines
perform aromatisation of a wine
undertake aromatisation of wines
perform the aromatisation of wines",,released,2016-12-20T19:04:21Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Use equipment and techniques to infuse wines with botanicals for adding or improving flavours of special wines.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba6ddfe7-a52b-410c-8378-e2784db796fc,skill/competence,occupation-specific,monitor banking sector development,"observe banking sector development
audit banking sector development
survey banking sector development
perform monitoring of the banking sector
monitor the development of the banking sector
monitor banking sector development",,released,2016-12-20T18:52:21Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Observe changes in the national and international banking industry such as the introduction of new laws, innovative trends and products, or the level of cooperation between banks."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba73ea7b-3e80-446d-898a-f8ec07437cb3,skill/competence,sector-specific,conduct polysomnography,"carry out sleep study
conduct polysomnographies
carry out polysomnography
perform sleep study
conduct polysomnography
conduct sleep study
perform polysomnography",,released,2016-12-20T19:37:22Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Perform a sleep study in order to diagnose sleep disorders, recording measures of the sleep cycles and stages, including air flow in and out of the lungs, the level of oxygen in the blood, brain waves, electrical activity of muscles, and eye movement."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba744649-8500-413b-914e-123b5ebd1d59,skill/competence,occupation-specific,understand rigging work orders,"understanding rigging work orders
rigging work order comprehension
comprehension of rigging work orders
comprehending rigging work orders
comprehend rigging work orders
understanding of rigging work orders
rigging work orders understanding
understand rigging work orders
comprehending of rigging work orders",,released,2021-12-10T21:00:04.868Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Read work orders, work permits and safety instruction to determine nature and location of work, job instructions, safety requirements, hazard information and evacuation plan."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba74f3e5-4494-405c-8d98-7032f2a883ba,skill/competence,sector-specific,advise customers on seafood choices,"advising customers on seafood choices
advise customers on seafood choices
advise customers about seafood choices
suggest to customers on seafoods
recommend to  customers about seafood
advise customers on seafoods
instruct customers on seafood choices
help  customers with seafood choices",,released,2021-04-06T10:53:53.949Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Provide advice on the available seafood and on ways of cooking and storing it.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba7a3c82-2339-434e-ba66-fa74e5a84202,skill/competence,sector-specific,prescribe treatment for musculoskeletal injuries,"prescribe treatment for musculoskeletal injuries
prescribe musculoskeletal injuries treatment
prescribe treatment for msculo-skeletal injuries
write prescriptions for musculoskeletal injuries
prescribe non-invasive procedures for injuries",,released,2016-12-20T19:15:40Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Prescribe non-invasive procedures for injuries, immobilising fractured bones with the use of braces, splints, and casts and recommending therapeutic exercises, medication and nutritional supplements."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba8b530e-8f6f-4667-b734-3358797c0595,knowledge,sector-specific,vehicle type-approval,"EU type-approval
automotive homologation
Whole Vehicle Type-Approval System",,released,2020-12-09T11:31:51.275Z,,,"http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The process for certifying that a vehicle or its systems and components meet the requirements set by the applicable environmental, administrative and technical standards and regulations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba9260ba-1c8d-495e-94f1-f7cab7e73cea,knowledge,cross-sector,social security law,"welfare legislation
welfare rules
social security regulations
social security rules
welfare statutes
social security statutes
social security legislation
welfare regulations
social security law",,released,2017-01-05T15:09:50Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Legislation concerning the protection of individuals and the provision of aid and benefits, such as health insurance benefits, unemployment benefits, welfare programs and other government-provided social security."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba93b71b-c433-4a01-8246-ed2daa85a9a2,skill/competence,transversal,conduct web searches,"use Google search
use Yahoo! search
use search engine
search for information online
look for information on the Internet
use Bing",use Swoogle,released,2022-07-05T14:33:28.658Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Search data, information and content through simple searches in digital environments."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba96668e-afbb-46a6-aafc-f366e1b47d87,knowledge,sector-specific,imitation jewellery,"pieces of imitation jewellery
fake jewellery
false jewellery
piece of imitation jewellery
imitation jewellery pieces
ersatz jewellery
imitation jewelry",,released,2016-12-20T19:08:56Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","The materials and processes used to create imitation jewellery, and how to manipulate the materials."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba98bef0-9c49-478f-b9db-14a4189d7c76,skill/competence,cross-sector,understand written Sanskrit,understand written Sanskrit,,released,2017-01-20T13:35:50Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Read and comprehend written texts in Sanskrit.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bab1c984-b9ab-45d8-90b0-fda90ff4301a,skill/competence,cross-sector,develop a pedagogical concept,"establish a instructional concept
implement a pedagogical concept
establish a pedagogical concept
implement a instructional concept
produce a pedagogical concept
produce a instructional concept
operate a instructional concept
operate a pedagogical concept
develop a pedagogical concept",,released,2016-12-20T20:17:36Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Develop a specific concept that describes the educational principles on which the organisation is based, and the values and behaviour patterns it advocates."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bab46a75-0a6c-44cc-b7e7-28c7c55d801f,skill/competence,cross-sector,compare property values,"compare estate values
compare property values
compare land values
compare house values",,released,2016-12-20T18:53:21Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Obtain information on the value of properties comparable to a property which is in need of valuation in order to make more accurate appraisals and assessments, or to set or negotiate the price at which the property can be sold or leased."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bab52eae-3740-45d0-b986-48f45dc55e9b,skill/competence,sector-specific,place V-belts on rack,"V-belt placing on rack
rack V-belts
racking V-belts
V-belts placing on rack
placing V-belts on rack
V-belts racking
place V-belts on rack
V-belt racking",,released,2016-12-20T18:13:34Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Place the V-belts on rack after collapsing the drum where the belts were cut.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bac209e9-d337-4312-9041-17c2e75fa4df,knowledge,cross-sector,hardware industry,"hardware business
hardware industry
hardware company
hardware industries
the hardware industry
hardware trader
hardware manufacture",,released,2022-07-05T14:38:15.447Z,,,"http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Different tools and brands in the hardware industry such as power tools.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bacbf3d2-c151-4911-b376-e664faa313e3,knowledge,sector-specific,"risks associated to physical, chemical, biological hazards in food and beverages","risks associated to the physical, chemical, biological hazards in food and beverages
dangers associated to physical, chemical, biological hazards in food and beverages
risks associated to physical, chemical, biological hazards in food and beverages
threats associated to physical, chemical, biological hazards in food and beverages
risk associated to physical, chemical, biological hazards found in food and beverages
problems associated to physical, chemical, biological hazards in food and beverages",,released,2017-01-05T15:09:02Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Interpretation of laboratory tests for parameters affecting food safety taking into account risks associated with physical, chemical, and biological hazards in food and beverages."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bacbfc27-4b5d-47de-8bfd-af5fa27562a2,skill/competence,cross-sector,design prototypes,"draft prototypes
conceive prototypes
construct prototypes
work out the structure of prototypes
designing prototypes
design prototypes
create prototypes
create preproduction models
develop prototypes",,released,2016-12-20T20:03:39Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Design prototypes of products or components of products by applying design and engineering principles.
